dim1	dim2	Cluster
22.248390197753906	18.903362274169922	42
-30.866891860961914	5.46543550491333	14
-16.179651260375977	40.452640533447266	1
33.79600143432617	5.5513081550598145	18
-1.3112553358078003	0.7789058685302734	50
2.5303778648376465	17.868011474609375	59
4.560205936431885	20.551197052001953	22
-12.463522911071777	10.520301818847656	22
-15.314607620239258	-14.548221588134766	38
28.631895065307617	8.397234916687012	22
0.8939129114151001	26.786027908325195	3
-29.27973747253418	42.024208068847656	25
-28.95555877685547	47.48367691040039	25
32.03292465209961	-37.587738037109375	22
17.296611785888672	13.872872352600098	44
32.845062255859375	-26.796463012695312	22
-53.91927719116211	3.155334234237671	13
-43.23952865600586	5.2556281089782715	22
-3.1203622817993164	-40.23337936401367	2
-23.360828399658203	48.062965393066406	26
-48.489776611328125	4.260959148406982	13
44.17378616333008	-9.82963752746582	39
-18.015670776367188	37.58615493774414	1
-45.07438278198242	-3.4062883853912354	34
33.60298156738281	11.974334716796875	11
21.173795700073242	3.7929434776306152	57
-15.794190406799316	11.143945693969727	59
-2.4339866638183594	1.611464262008667	2
1.3059529066085815	36.64986038208008	50
16.063961029052734	3.1628129482269287	5
33.667518615722656	13.306248664855957	11
9.457676887512207	28.68761444091797	56
-0.42986860871315	16.725446701049805	22
-45.14967727661133	-1.232409954071045	34
48.64105224609375	-16.073104858398438	4
37.74930953979492	-15.857593536376953	51
34.51640319824219	-21.064468383789062	22
37.18958282470703	22.39348030090332	22
-20.6475772857666	-30.201650619506836	44
38.937889099121094	-16.265644073486328	7
23.624263763427734	21.6132869720459	7
35.993431091308594	-22.23339080810547	39
-17.084524154663086	17.40265464782715	2
-3.8072590827941895	8.0311861038208	38
-29.903297424316406	2.9421277046203613	14
-32.237117767333984	-1.0268454551696777	14
34.37649154663086	12.295892715454102	11
-52.62178421020508	-5.026741027832031	6
15.511274337768555	-13.474139213562012	17
29.960838317871094	17.177913665771484	18
-3.9413771629333496	1.8423395156860352	2
-7.17816686630249	10.601556777954102	38
41.98358917236328	-0.6293057799339294	51
11.656961441040039	5.305488586425781	14
2.9716415405273438	39.308692932128906	50
-5.784091472625732	10.40070915222168	31
-15.755188941955566	11.119585037231445	59
-22.56187629699707	11.580645561218262	44
22.00156021118164	-22.62116050720215	22
19.02463150024414	-0.2962038516998291	22
-31.546537399291992	31.909717559814453	16
28.764707565307617	-40.53297805786133	3
-25.818737030029297	11.363051414489746	44
-22.133018493652344	5.06736421585083	59
30.51019287109375	-12.981375694274902	21
-21.101259231567383	-1.857035517692566	57
-42.630157470703125	0.7757251858711243	22
25.104507446289062	-38.29267120361328	22
40.28107452392578	-7.056312084197998	39
4.529796123504639	18.443130493164062	0
-43.18075942993164	-2.8232107162475586	34
-6.7239603996276855	-16.953413009643555	17
-19.109886169433594	-2.700152635574341	22
41.099876403808594	-1.0587809085845947	51
17.997224807739258	0.05901027470827103	22
-5.306844234466553	40.58903121948242	1
53.755531311035156	1.1103910207748413	39
17.162826538085938	9.61702823638916	23
-4.445682525634766	41.285404205322266	22
31.533035278320312	-37.29777526855469	22
42.6717529296875	-1.8293081521987915	51
17.31089973449707	13.857645034790039	57
-21.1363582611084	13.562956809997559	3
35.10420608520508	12.821300506591797	11
3.5050017833709717	-27.542890548706055	49
38.396018981933594	3.4215285778045654	51
8.04499340057373	10.191573143005371	22
-15.863533973693848	-10.242005348205566	22
-26.804893493652344	-38.8781623840332	7
45.373130798339844	-8.397706985473633	39
40.650123596191406	-3.048436164855957	51
-23.41280746459961	34.04188537597656	1
-17.96800422668457	-29.29216194152832	54
38.893192291259766	-4.254193305969238	18
28.02399253845215	16.598709106445312	22
31.230798721313477	18.251136779785156	3
40.70382308959961	-5.290830135345459	51
30.93915557861328	-37.51289749145508	22
-30.62706184387207	41.62283706665039	25
38.018375396728516	-5.575928688049316	51
0.1688235104084015	-10.503541946411133	9
4.87386417388916	16.258575439453125	50
-28.393983840942383	20.77814483642578	3
-41.743873596191406	6.10719108581543	22
-5.533584117889404	40.316795349121094	22
33.56342697143555	-11.68828010559082	39
-33.73959732055664	0.11108791083097458	59
0.6762343645095825	35.63835144042969	14
-17.41339111328125	45.2557487487793	3
-16.528486251831055	-7.039017200469971	18
-18.099777221679688	36.781280517578125	1
-43.13309097290039	-21.208049774169922	3
37.16683578491211	22.385583877563477	22
-37.53059005737305	22.52696990966797	53
-28.84515380859375	44.62440872192383	25
32.750823974609375	2.1392557621002197	40
-8.79340934753418	-9.57912540435791	37
9.743703842163086	43.73045349121094	22
39.32187271118164	-12.205408096313477	22
1.9145091772079468	-26.239850997924805	52
21.229829788208008	10.085996627807617	23
14.555078506469727	23.98735237121582	22
7.062770366668701	30.58954620361328	56
44.23207092285156	-3.6463234424591064	51
27.958324432373047	-39.46331024169922	7
5.855540752410889	-28.884634017944336	49
-27.974956512451172	11.499008178710938	44
52.81894302368164	-3.4015846252441406	29
-11.97826099395752	12.394205093383789	22
40.64349365234375	1.7044956684112549	51
46.15927505493164	-5.684160232543945	39
28.432106018066406	-38.6090087890625	46
-23.089561462402344	-15.460208892822266	59
17.16075325012207	-3.106580972671509	22
26.945756912231445	8.055899620056152	22
-21.620386123657227	26.24436378479004	53
54.05621337890625	1.8033711910247803	22
49.13648223876953	7.529551982879639	58
-4.985572338104248	-41.320335388183594	3
28.443248748779297	9.003889083862305	22
9.783050537109375	1.6122817993164062	5
39.26310729980469	-11.974218368530273	22
38.689266204833984	-4.726886749267578	51
9.740333557128906	43.73690414428711	22
27.59488296508789	9.803792953491211	22
22.501638412475586	20.799131393432617	42
16.82279396057129	-6.227135181427002	40
-29.658964157104492	37.176490783691406	16
-6.4503397941589355	20.285375595092773	23
-27.424617767333984	11.871719360351562	44
42.170509338378906	-4.875613212585449	51
0.5480203032493591	-2.141331195831299	2
-30.2077579498291	44.074222564697266	25
-27.404836654663086	6.699191093444824	3
-16.944717407226562	-12.341111183166504	59
-11.66671085357666	-6.627142429351807	41
1.2215083837509155	-25.892040252685547	52
15.596319198608398	-8.237334251403809	22
-3.5533108711242676	-10.425052642822266	46
12.494340896606445	-7.040554046630859	11
-3.436123847961426	-40.34113311767578	2
3.9866251945495605	15.622175216674805	50
-25.983320236206055	24.925430297851562	22
-26.9149112701416	-40.2369270324707	4
1.5997109413146973	26.174224853515625	25
21.49805450439453	8.558989524841309	23
-32.950836181640625	1.983815312385559	14
7.379270553588867	10.383970260620117	22
30.04537010192871	11.775486946105957	4
-27.518142700195312	6.878361225128174	3
-14.447107315063477	9.021707534790039	59
-18.739076614379883	38.26646423339844	1
27.069246292114258	9.540160179138184	22
-23.739715576171875	36.44837188720703	22
43.41550064086914	52.10320281982422	22
